17 10
(0,0)1177220057(0,1)
(1,0)542653442(2,0)
(1,0)708351959(1,1)
(3,0)615503814(3,1)
(4,0)270741611(4,1)
(5,0)309577175(5,1)
(6,0)152526327(7,0)
(7,0)183158772(8,0)
(8,0)1(9,0)
(9,0)1(10,0)
(10,0)585373693(11,0)
(10,0)1(10,1)
(12,0)273044490(13,0)
(12,0)489461291(12,1)
(14,0)937134762(15,0)
(14,0)1181863954(14,1)
(15,0)211600364(16,0)
(15,0)414325353(15,1)
(16,0)876777740(16,1)
(0,1)754253806(1,1)
(1,1)591131690(2,1)
(2,1)989676093(3,1)
(3,1)861873301(3,2)
(4,1)66744796(5,1)
(4,1)1299253268(4,2)
(6,1)1363601697(6,2)
(7,1)269368643(8,1)
(7,1)768063491(7,2)
(8,1)995846731(9,1)
(9,1)1058532378(9,2)
(10,1)1(11,1)
(10,1)264012068(10,2)
(11,1)537056558(12,1)
(11,1)1(11,2)
(13,1)299009383(14,1)
(16,1)537291035(16,2)
(0,2)1680623034(1,2)
(0,2)716165331(0,3)
(2,2)395012687(2,3)
(3,2)461757483(4,2)
(3,2)857611045(3,3)
(4,2)161906993(5,2)
(5,2)487883151(6,2)
(6,2)929970484(6,3)
(8,2)1005776553(8,3)
(9,2)42345636(9,3)
(10,2)83804503(10,3)
(11,2)1(11,3)
(12,2)888748294(13,2)
(12,2)150839059(12,3)
(14,2)692598556(15,2)
(15,2)633217101(16,2)
(15,2)471167323(15,3)
(16,2)225737942(16,3)
(0,3)191574878(1,3)
(0,3)230732331(0,4)
(1,3)620750629(1,4)
(2,3)1049185923(2,4)
(3,3)1065900454(3,4)
(4,3)760383644(4,4)
(5,3)707627819(6,3)
(7,3)1050636274(8,3)
(8,3)793785013(9,3)
(9,3)393661150(10,3)
(10,3)1383523924(10,4)
(11,3)1(12,3)
(11,3)544500210(11,4)
(12,3)1(13,3)
(12,3)373841171(12,4)
(13,3)1(13,4)
(14,3)675057441(15,3)
(14,3)949543822(14,4)
(15,3)1292177670(15,4)
(16,3)866632319(16,4)
(1,4)847952764(2,4)
(2,4)979427510(3,4)
(2,4)68801364(2,5)
(4,4)168480580(5,4)
(4,4)973007263(4,5)
(5,4)744920583(6,4)
(5,4)828672302(5,5)
(7,4)528186318(8,4)
(7,4)559179539(7,5)
(8,4)952840689(9,4)
(8,4)866265706(8,5)
(13,4)1(14,4)
(13,4)777777572(13,5)
(14,4)1(14,5)
(0,5)687888353(1,5)
(0,5)1240879859(0,6)
(1,5)72823722(2,5)
(2,5)504857320(3,5)
(2,5)148741113(2,6)
(3,5)317221693(4,5)
(3,5)1045830985(3,6)
(5,5)1065354551(6,5)
(5,5)51622998(5,6)
(6,5)579809316(7,5)
(6,5)202447459(6,6)
(8,5)344035910(8,6)
(9,5)233051074(10,5)
(9,5)505145400(9,6)
(10,5)333379150(11,5)
(11,5)66806730(12,5)
(11,5)163906578(11,6)
(12,5)769819523(13,5)
(12,5)1111156722(12,6)
(13,5)141297668(13,6)
(14,5)1(14,6)
(15,5)1335761000(16,5)
(16,5)669121610(16,6)
(0,6)764953784(0,7)
(1,6)817862723(1,7)
(2,6)306932059(2,7)
(3,6)455857078(3,7)
(4,6)1186707415(4,7)
(5,6)152647438(5,7)
(7,6)579000867(8,6)
(8,6)196120067(9,6)
(10,6)360026645(10,7)
(11,6)1110133210(11,7)
(13,6)1224727309(13,7)
(14,6)1(15,6)
(15,6)384527931(16,6)
(15,6)1(15,7)
(0,7)1392332671(0,8)
(1,7)379933440(2,7)
(4,7)1185673938(5,7)
(4,7)83885211(4,8)
(5,7)641788687(5,8)
(6,7)1148742931(6,8)
(7,7)1057418136(7,8)
(8,7)1056394624(9,7)
(8,7)936800236(8,8)
(9,7)719617649(10,7)
(10,7)687252163(11,7)
(10,7)19044187(10,8)
(11,7)643732729(11,8)
(12,7)549081067(13,7)
(13,7)177500485(14,7)
(14,7)1123551014(14,8)
(15,7)1(16,7)
(16,7)1(16,8)
(0,8)748333477(1,8)
(2,8)861014574(3,8)
(2,8)167490684(2,9)
(3,8)1353164622(4,8)
(5,8)576109168(6,8)
(5,8)354423905(5,9)
(6,8)149522284(6,9)
(7,8)1205916908(8,8)
(8,8)85043406(9,8)
(10,8)728776135(10,9)
(12,8)651376339(12,9)
(13,8)558898966(14,8)
(13,8)253924569(13,9)
(14,8)622324606(15,8)
(16,8)1(16,9)
(0,9)1497851106(1,9)
(1,9)1334073394(2,9)
(3,9)211382033(4,9)
(4,9)1181840393(5,9)
(7,9)273944541(8,9)
(8,9)1098253648(9,9)
(9,9)142810815(10,9)
(10,9)423466825(11,9)
(11,9)650056904(12,9)
(13,9)1629383733(14,9)
(15,9)1740763626(16,9)
