5 30
(0,0)846930886(1,0)
(1,0)1681692777(1,1)
(2,0)1(3,0)
(3,0)1(3,1)
(4,0)596516649(4,1)
(0,1)1025202362(1,1)
(1,1)783368690(2,1)
(2,1)1102520059(2,2)
(3,1)1(4,1)
(4,1)1(4,2)
(0,2)304089172(0,3)
(1,2)521595368(2,2)
(1,2)35005211(1,3)
(2,2)294702567(2,3)
(3,2)1(4,2)
(3,2)1(3,3)
(4,2)278722862(4,3)
(0,3)233665123(0,4)
(1,3)468703135(1,4)
(3,3)1(3,4)
(0,4)1059961393(0,5)
(1,4)628175011(1,5)
(2,4)1131176229(2,5)
(3,4)1(3,5)
(4,4)608413784(4,5)
(0,5)756898537(0,6)
(1,5)149798315(2,5)
(2,5)1129566413(3,5)
(3,5)412776091(4,5)
(3,5)1(3,6)
(4,5)1424268980(4,6)
(0,6)749241873(1,6)
(1,6)42999170(2,6)
(1,6)137806862(1,7)
(2,6)135497281(3,6)
(3,6)1(3,7)
(0,7)572660336(1,7)
(1,7)805750846(2,7)
(1,7)1159126505(1,8)
(3,7)1(4,7)
(4,7)1(4,8)
(0,8)939819582(0,9)
(2,8)610515434(2,9)
(3,8)1(4,8)
(3,8)1(3,9)
(0,9)945117276(1,9)
(0,9)356426808(0,10)
(2,9)1(3,9)
(2,9)1(2,10)
(3,9)752392754(4,9)
(0,10)1264095060(1,10)
(1,10)1411549676(1,11)
(2,10)1(2,11)
(3,10)855636226(3,11)
(4,10)1469348094(4,11)
(0,11)1036140795(1,11)
(1,11)463480570(1,12)
(2,11)1(3,11)
(3,11)1(4,11)
(4,11)1(4,12)
(0,12)603570492(1,12)
(1,12)660260756(2,12)
(2,12)1(3,12)
(2,12)1(2,13)
(3,12)1(4,12)
(3,12)402724286(3,13)
(4,12)1194953865(4,13)
(0,13)364228444(1,13)
(1,13)221558440(2,13)
(2,13)1(2,14)
(0,14)822890675(1,14)
(1,14)791698927(2,14)
(2,14)1(3,14)
(3,14)1(4,14)
(4,14)1(4,15)
(0,15)269455306(1,15)
(1,15)352406219(2,15)
(2,15)160051528(3,15)
(3,15)112805732(4,15)
(4,15)1(4,16)
(0,16)515530019(1,16)
(0,16)378409503(0,17)
(2,16)1409959708(2,17)
(3,16)1373226340(3,17)
(4,16)1(4,17)
(0,17)289700723(0,18)
(1,17)1(2,17)
(1,17)1(1,18)
(2,17)1(3,17)
(3,17)1(4,17)
(0,18)1(1,18)
(0,18)1(0,19)
(1,18)438792350(2,18)
(2,18)269441500(3,18)
(3,18)116087764(4,18)
(0,19)8936987(1,19)
(0,19)1(0,20)
(2,19)350322227(3,19)
(2,19)387346491(2,20)
(4,19)1760281936(4,20)
(0,20)1(1,20)
(0,20)771151432(0,21)
(1,20)1(2,20)
(2,20)1(3,20)
(3,20)1626276121(4,20)
(3,20)1(3,21)
(4,20)653468858(4,21)
(0,21)1239036029(1,21)
(2,21)76065818(3,21)
(2,21)1350573793(2,22)
(3,21)1(3,22)
(0,22)1784639529(1,22)
(1,22)1597322404(2,22)
(3,22)1(4,22)
(4,22)1(4,23)
(0,23)1782436840(0,24)
(1,23)165344818(1,24)
(2,23)532670688(2,24)
(3,23)492067917(3,24)
(4,23)1(4,24)
(0,24)496987743(1,24)
(0,24)706043324(0,25)
(1,24)159259470(1,25)
(2,24)480298490(2,25)
(3,24)1096689772(3,25)
(4,24)1(4,25)
(1,25)1(2,25)
(1,25)1(1,26)
(2,25)1(2,26)
(3,25)1(4,25)
(3,25)1(3,26)
(0,26)6939507(1,26)
(1,26)1(1,27)
(2,26)1(3,26)
(3,26)1037127828(4,26)
(4,26)1034949299(4,27)
(0,27)654887343(0,28)
(1,27)1335354340(2,27)
(1,27)1(1,28)
(2,27)889023311(3,27)
(2,27)87755422(2,28)
(0,28)396473730(1,28)
(0,28)745425661(0,29)
(1,28)1(1,29)
(2,28)705178736(3,28)
(3,28)434248626(4,28)
(1,29)1(2,29)
(2,29)1(3,29)
(3,29)1(4,29)
