100 50
(0,0)846930886(1,0)
(0,0)1804289383(0,1)
(1,0)1714636915(2,0)
(1,0)1681692777(1,1)
(2,0)424238335(3,0)
(2,0)1957747793(2,1)
(3,0)1649760492(4,0)
(3,0)719885386(3,1)
(4,0)1189641421(5,0)
(4,0)596516649(4,1)
(5,0)1350490027(6,0)
(5,0)1025202362(5,1)
(6,0)1102520059(7,0)
(6,0)783368690(6,1)
(7,0)1967513926(8,0)
(7,0)2044897763(7,1)
(8,0)1540383426(9,0)
(8,0)1365180540(8,1)
(9,0)1303455736(10,0)
(9,0)304089172(9,1)
(10,0)521595368(11,0)
(10,0)35005211(10,1)
(11,0)1726956429(12,0)
(11,0)294702567(11,1)
(12,0)861021530(13,0)
(12,0)336465782(12,1)
(13,0)233665123(14,0)
(13,0)278722862(13,1)
(14,0)468703135(15,0)
(14,0)2145174067(14,1)
(15,0)1801979802(16,0)
(15,0)1101513929(15,1)
(16,0)635723058(17,0)
(16,0)1315634022(16,1)
(17,0)1125898167(18,0)
(17,0)1369133069(17,1)
(18,0)2089018456(19,0)
(18,0)1059961393(18,1)
(19,0)1656478042(20,0)
(19,0)628175011(19,1)
(20,0)1653377373(21,0)
(20,0)1131176229(20,1)
(21,0)1914544919(22,0)
(21,0)859484421(21,1)
(22,0)756898537(23,0)
(22,0)608413784(22,1)
(23,0)1973594324(24,0)
(23,0)1734575198(23,1)
(24,0)2038664370(25,0)
(24,0)149798315(24,1)
(25,0)184803526(26,0)
(25,0)1129566413(25,1)
(26,0)1424268980(27,0)
(26,0)412776091(26,1)
(27,0)749241873(28,0)
(27,0)1911759956(27,1)
(28,0)42999170(29,0)
(28,0)137806862(28,1)
(29,0)135497281(30,0)
(29,0)982906996(29,1)
(30,0)2084420925(31,0)
(30,0)511702305(30,1)
(31,0)1827336327(32,0)
(31,0)1937477084(31,1)
(32,0)1159126505(33,0)
(32,0)572660336(32,1)
(33,0)1632621729(34,0)
(33,0)805750846(33,1)
(34,0)1433925857(35,0)
(34,0)1100661313(34,1)
(35,0)84353895(36,0)
(35,0)1141616124(35,1)
(36,0)2001100545(37,0)
(36,0)939819582(36,1)
(37,0)1548233367(38,0)
(37,0)1998898814(37,1)
(38,0)1585990364(39,0)
(38,0)610515434(38,1)
(39,0)760313750(40,0)
(39,0)1374344043(39,1)
(40,0)356426808(41,0)
(40,0)1477171087(40,1)
(41,0)1889947178(42,0)
(41,0)945117276(41,1)
(42,0)709393584(43,0)
(42,0)1780695788(42,1)
(43,0)1918502651(44,0)
(43,0)491705403(43,1)
(44,0)1474612399(45,0)
(44,0)752392754(44,1)
(45,0)1264095060(46,0)
(45,0)2053999932(45,1)
(46,0)1843993368(47,0)
(46,0)1411549676(46,1)
(47,0)1984210012(48,0)
(47,0)943947739(47,1)
(48,0)1749698586(49,0)
(48,0)855636226(48,1)
(49,0)1956297539(50,0)
(49,0)1469348094(49,1)
(50,0)463480570(51,0)
(50,0)1036140795(50,1)
(51,0)1975960378(52,0)
(51,0)2040651434(51,1)
(52,0)1892066601(53,0)
(52,0)317097467(52,1)
(53,0)927612902(54,0)
(53,0)1376710097(53,1)
(54,0)603570492(55,0)
(54,0)1330573317(54,1)
(55,0)660260756(56,0)
(55,0)1687926652(55,1)
(56,0)485560280(57,0)
(56,0)959997301(56,1)
(57,0)593209441(58,0)
(57,0)402724286(57,1)
(58,0)894429689(59,0)
(58,0)1194953865(58,1)
(59,0)1947346619(60,0)
(59,0)364228444(59,1)
(60,0)270744729(61,0)
(60,0)221558440(60,1)
(61,0)1633108117(62,0)
(61,0)1063958031(61,1)
(62,0)2007905771(63,0)
(62,0)2114738097(62,1)
(63,0)822890675(64,0)
(63,0)1469834481(63,1)
(64,0)791698927(65,0)
(64,0)1610120709(64,1)
(65,0)498777856(66,0)
(65,0)631704567(65,1)
(66,0)524872353(67,0)
(66,0)1255179497(66,1)
(67,0)1572276965(68,0)
(67,0)327254586(67,1)
(68,0)1703964683(69,0)
(68,0)269455306(68,1)
(69,0)1600028624(70,0)
(69,0)352406219(69,1)
(70,0)2040332871(71,0)
(70,0)160051528(70,1)
(71,0)1120048829(72,0)
(71,0)112805732(71,1)
(72,0)515530019(73,0)
(72,0)378409503(72,1)
(73,0)1573363368(74,0)
(73,0)1713258270(73,1)
(74,0)2077486715(75,0)
(74,0)1409959708(74,1)
(75,0)1631518149(76,0)
(75,0)1373226340(75,1)
(76,0)289700723(77,0)
(76,0)200747796(76,1)
(77,0)168002245(78,0)
(77,0)1117142618(77,1)
(78,0)439493451(79,0)
(78,0)150122846(78,1)
(79,0)1760243555(80,0)
(79,0)990892921(79,1)
(80,0)1622597488(81,0)
(80,0)1231192379(80,1)
(81,0)338888228(82,0)
(81,0)111537764(81,1)
(82,0)438792350(83,0)
(82,0)2147469841(82,1)
(83,0)269441500(84,0)
(83,0)1911165193(83,1)
(84,0)116087764(85,0)
(84,0)2142757034(84,1)
(85,0)155324914(86,0)
(85,0)1869470124(85,1)
(86,0)1982275856(87,0)
(86,0)8936987(86,1)
(87,0)387346491(88,0)
(87,0)1275373743(87,1)
(88,0)841148365(89,0)
(88,0)350322227(88,1)
(89,0)1760281936(90,0)
(89,0)1960709859(89,1)
(90,0)1186452551(91,0)
